timestamp,node_id,latitude,longitude,tilt_x,tilt_y,vibration,displacement,crack_level,temperature,label,previous_displacement,displacement_rate,total_tilt,previous_tilt,tilt_rate,previous_vibration,vibration_change
2026-08-25 00:52:37,NODE_01,23.6345,86.1523,0.441,0.228,0.063,0.673,0,28.07,NORMAL,0.673,0.0,0.496,0.496,0.0,0.063,0.0
2026-08-25 00:53:37,NODE_01,23.6345,86.1523,0.431,0.248,0.0635,0.657,0,27.79,NORMAL,0.673,-0.016,0.497,0.496,0.001,0.063,0.0005
2026-08-25 00:54:37,NODE_01,23.6345,86.1523,0.432,0.231,0.0843,0.663,0,28.14,NORMAL,0.657,0.006,0.49,0.497,-0.007,0.0635,0.0208
2026-08-25 00:55:37,NODE_01,23.6345,86.1523,0.461,0.263,0.053,0.583,0,28.14,NORMAL,0.663,-0.08,0.531,0.49,0.041,0.0843,-0.0313
2026-08-25 00:56:37,NODE_01,23.6345,86.1523,0.49,0.233,0.0589,0.564,0,27.99,NORMAL,0.583,-0.019,0.543,0.531,0.012,0.053,0.0059
2026-08-25 00:57:37,NODE_01,23.6345,86.1523,0.457,0.274,0.0606,0.603,0,28.21,NORMAL,0.564,0.039,0.533,0.543,-0.01,0.0589,0.0017
2026-08-25 00:58:37,NODE_01,23.6345,86.1523,0.439,0.221,0.0522,0.617,0,28.2,NORMAL,0.603,0.014,0.491,0.533,-0.042,0.0606,-0.0084
2026-08-25 00:59:37,NODE_01,23.6345,86.1523,0.439,0.234,0.0775,0.659,0,28.01,NORMAL,0.617,0.042,0.497,0.491,0.006,0.0522,0.0253
2026-08-25 01:00:37,NODE_01,23.6345,86.1523,0.455,0.202,0.0674,0.656,0,28.1,NORMAL,0.659,-0.003,0.498,0.497,0.001,0.0775,-0.0101
2026-08-25 01:01:37,NODE_01,23.6345,86.1523,0.464,0.259,0.0539,0.647,0,28.35,NORMAL,0.656,-0.009,0.531,0.498,0.033,0.0674,-0.0135
2026-08-25 01:02:37,NODE_01,23.6345,86.1523,0.466,0.175,0.0634,0.606,0,28.37,NORMAL,0.647,-0.041,0.498,0.531,-0.033,0.0539,0.0095
2026-08-25 01:03:37,NODE_01,23.6345,86.1523,0.401,0.278,0.0658,0.608,0,28.48,NORMAL,0.606,0.002,0.488,0.498,-0.01,0.0634,0.0024
2026-08-25 01:04:37,NODE_01,23.6345,86.1523,0.462,0.234,0.0573,0.622,0,28.17,NORMAL,0.608,0.014,0.518,0.488,0.03,0.0658,-0.0085
2026-08-25 01:05:37,NODE_01,23.6345,86.1523,0.45,0.244,0.0531,0.634,0,28.04,NORMAL,0.622,0.012,0.512,0.518,-0.006,0.0573,-0.0042
2026-08-25 01:06:37,NODE_01,23.6345,86.1523,0.448,0.208,0.054,0.658,0,28.62,NORMAL,0.634,0.024,0.494,0.512,-0.018,0.0531,0.0009
2026-08-25 01:07:37,NODE_01,23.6345,86.1523,0.45,0.217,0.0761,0.611,0,28.69,NORMAL,0.658,-0.047,0.5,0.494,0.006,0.054,0.0221
2026-08-25 01:08:37,NODE_01,23.6345,86.1523,0.477,0.23,0.0731,0.681,0,28.22,NORMAL,0.611,0.07,0.53,0.5,0.03,0.0761,-0.003
2026-08-25 01:09:37,NODE_01,23.6345,86.1523,0.484,0.247,0.0527,0.69,0,28.77,NORMAL,0.681,0.009,0.543,0.53,0.013,0.0731,-0.0204
2026-08-25 01:10:37,NODE_01,23.6345,86.1523,0.448,0.248,0.0598,0.637,0,28.53,NORMAL,0.69,-0.053,0.512,0.543,-0.031,0.0527,0.0071
2026-08-25 01:11:37,NODE_01,23.6345,86.1523,0.45,0.238,0.0571,0.636,0,28.71,NORMAL,0.637,-0.001,0.509,0.512,-0.003,0.0598,-0.0027
2026-08-25 01:12:37,NODE_01,23.6345,86.1523,0.468,0.229,0.0558,0.634,0,28.58,NORMAL,0.636,-0.002,0.521,0.509,0.012,0.0571,-0.0013
2026-08-25 01:13:37,NODE_01,23.6345,86.1523,0.428,0.237,0.0569,0.652,0,28.81,NORMAL,0.634,0.018,0.489,0.521,-0.032,0.0558,0.0011
2026-08-25 01:14:37,NODE_01,23.6345,86.1523,0.459,0.24,0.0643,0.634,0,28.05,NORMAL,0.652,-0.018,0.518,0.489,0.029,0.0569,0.0074
2026-08-25 01:15:37,NODE_01,23.6345,86.1523,0.43,0.205,0.0671,0.645,0,28.25,NORMAL,0.634,0.011,0.476,0.518,-0.042,0.0643,0.0028
2026-08-25 01:16:37,NODE_01,23.6345,86.1523,0.452,0.247,0.0567,0.648,0,28.73,NORMAL,0.645,0.003,0.515,0.476,0.039,0.0671,-0.0104
2026-08-25 01:17:37,NODE_01,23.6345,86.1523,0.43,0.234,0.0612,0.671,0,28.72,NORMAL,0.648,0.023,0.49,0.515,-0.025,0.0567,0.0045
2026-08-25 01:18:37,NODE_01,23.6345,86.1523,0.427,0.214,0.0579,0.652,0,28.71,NORMAL,0.671,-0.019,0.478,0.49,-0.012,0.0612,-0.0033
2026-08-25 01:19:37,NODE_01,23.6345,86.1523,0.463,0.216,0.0609,0.655,0,28.48,NORMAL,0.652,0.003,0.511,0.478,0.033,0.0579,0.003
2026-08-25 01:20:37,NODE_01,23.6345,86.1523,0.44,0.242,0.0629,0.634,0,28.97,NORMAL,0.655,-0.021,0.502,0.511,-0.009,0.0609,0.002
2026-08-25 01:21:37,NODE_01,23.6345,86.1523,0.434,0.22,0.0572,0.569,0,28.98,NORMAL,0.634,-0.065,0.487,0.502,-0.015,0.0629,-0.0057
2026-08-25 01:22:37,NODE_01,23.6345,86.1523,0.457,0.225,0.0528,0.605,0,28.54,NORMAL,0.569,0.036,0.509,0.487,0.022,0.0572,-0.0044
2026-08-25 01:23:37,NODE_01,23.6345,86.1523,0.439,0.241,0.0565,0.64,0,29.07,NORMAL,0.605,0.035,0.501,0.509,-0.008,0.0528,0.0037
2026-08-25 01:24:37,NODE_01,23.6345,86.1523,0.446,0.233,0.061,0.696,0,29.07,NORMAL,0.64,0.056,0.503,0.501,0.002,0.0565,0.0045
2026-08-25 01:25:37,NODE_01,23.6345,86.1523,0.428,0.198,0.0698,0.575,0,28.95,NORMAL,0.696,-0.121,0.472,0.503,-0.031,0.061,0.0088
2026-08-25 01:26:37,NODE_01,23.6345,86.1523,0.485,0.27,0.0535,0.566,0,28.89,NORMAL,0.575,-0.009,0.555,0.472,0.083,0.0698,-0.0163
2026-08-25 01:27:37,NODE_01,23.6345,86.1523,0.455,0.217,0.0738,0.559,0,28.89,NORMAL,0.566,-0.007,0.504,0.555,-0.051,0.0535,0.0203
2026-08-25 01:28:37,NODE_01,23.6345,86.1523,0.444,0.217,0.0556,0.735,0,28.97,NORMAL,0.559,0.176,0.494,0.504,-0.01,0.0738,-0.0182
2026-08-25 01:29:37,NODE_01,23.6345,86.1523,0.457,0.232,0.06,0.623,0,29.02,NORMAL,0.735,-0.112,0.513,0.494,0.019,0.0556,0.0044
2026-08-25 01:30:37,NODE_01,23.6345,86.1523,0.442,0.216,0.052,0.615,0,28.85,NORMAL,0.623,-0.008,0.492,0.513,-0.021,0.06,-0.008
2026-08-25 01:31:37,NODE_01,23.6345,86.1523,0.436,0.27,0.0524,0.634,0,29.24,NORMAL,0.615,0.019,0.513,0.492,0.021,0.052,0.0004
2026-08-25 01:32:37,NODE_01,23.6345,86.1523,0.466,0.238,0.0614,0.613,0,29.23,NORMAL,0.634,-0.021,0.523,0.513,0.01,0.0524,0.009
2026-08-25 01:33:37,NODE_01,23.6345,86.1523,0.451,0.242,0.0546,0.629,0,28.94,NORMAL,0.613,0.016,0.512,0.523,-0.011,0.0614,-0.0068
2026-08-25 01:34:37,NODE_01,23.6345,86.1523,0.471,0.226,0.0595,0.58,0,29.08,NORMAL,0.629,-0.049,0.522,0.512,0.01,0.0546,0.0049
2026-08-25 01:35:37,NODE_01,23.6345,86.1523,0.457,0.216,0.0547,0.658,0,29.24,NORMAL,0.58,0.078,0.505,0.522,-0.017,0.0595,-0.0048
2026-08-25 01:36:37,NODE_01,23.6345,86.1523,0.474,0.269,0.0603,0.657,0,28.83,NORMAL,0.658,-0.001,0.545,0.505,0.04,0.0547,0.0056
2026-08-25 01:37:37,NODE_01,23.6345,86.1523,0.429,0.266,0.0609,0.657,0,29.06,NORMAL,0.657,0.0,0.505,0.545,-0.04,0.0603,0.0006
2026-08-25 01:38:37,NODE_01,23.6345,86.1523,0.48,0.226,0.0576,0.584,0,29.25,NORMAL,0.657,-0.073,0.531,0.505,0.026,0.0609,-0.0033
2026-08-25 01:39:37,NODE_01,23.6345,86.1523,0.425,0.245,0.0586,0.66,0,29.09,NORMAL,0.584,0.076,0.491,0.531,-0.04,0.0576,0.001
2026-08-25 01:40:37,NODE_01,23.6345,86.1523,0.441,0.215,0.0588,0.617,0,29.27,NORMAL,0.66,-0.043,0.491,0.491,0.0,0.0586,0.0002
2026-08-25 01:41:37,NODE_01,23.6345,86.1523,0.444,0.211,0.0531,0.65,0,29.26,NORMAL,0.617,0.033,0.492,0.491,0.001,0.0588,-0.0057
2026-08-25 01:42:37,NODE_01,23.6345,86.1523,0.445,0.253,0.0553,0.603,0,29.27,NORMAL,0.65,-0.047,0.512,0.492,0.02,0.0531,0.0022
2026-08-25 01:43:37,NODE_01,23.6345,86.1523,0.456,0.191,0.0528,0.568,0,29.29,NORMAL,0.603,-0.035,0.494,0.512,-0.018,0.0553,-0.0025
2026-08-25 01:44:37,NODE_01,23.6345,86.1523,0.476,0.216,0.0546,0.725,0,29.02,NORMAL,0.568,0.157,0.523,0.494,0.029,0.0528,0.0018
2026-08-25 01:45:37,NODE_01,23.6345,86.1523,0.45,0.234,0.0525,0.611,0,29.01,NORMAL,0.725,-0.114,0.507,0.523,-0.016,0.0546,-0.0021
2026-08-25 01:46:37,NODE_01,23.6345,86.1523,0.45,0.245,0.0628,0.614,0,29.19,NORMAL,0.611,0.003,0.512,0.507,0.005,0.0525,0.0103
2026-08-25 01:47:37,NODE_01,23.6345,86.1523,0.43,0.231,0.0582,0.663,0,29.42,NORMAL,0.614,0.049,0.488,0.512,-0.024,0.0628,-0.0046
2026-08-25 01:48:37,NODE_01,23.6345,86.1523,0.45,0.214,0.052,0.591,0,29.73,NORMAL,0.663,-0.072,0.498,0.488,0.01,0.0582,-0.0062
2026-08-25 01:49:37,NODE_01,23.6345,86.1523,0.451,0.242,0.0617,0.667,0,29.37,NORMAL,0.591,0.076,0.512,0.498,0.014,0.052,0.0097
2026-08-25 01:50:37,NODE_01,23.6345,86.1523,0.476,0.257,0.0553,0.593,0,29.44,NORMAL,0.667,-0.074,0.541,0.512,0.029,0.0617,-0.0064
2026-08-25 01:51:37,NODE_01,23.6345,86.1523,0.434,0.274,0.0523,0.727,0,29.44,NORMAL,0.593,0.134,0.513,0.541,-0.028,0.0553,-0.003
2026-08-25 01:52:37,NODE_01,23.6345,86.1523,0.452,0.246,0.0556,0.654,0,30.08,NORMAL,0.727,-0.073,0.515,0.513,0.002,0.0523,0.0033
2026-08-25 01:53:37,NODE_01,23.6345,86.1523,0.454,0.249,0.0644,0.546,0,29.6,NORMAL,0.654,-0.108,0.518,0.515,0.003,0.0556,0.0088
2026-08-25 01:54:37,NODE_01,23.6345,86.1523,0.479,0.247,0.0535,0.608,0,29.4,NORMAL,0.546,0.062,0.539,0.518,0.021,0.0644,-0.0109
2026-08-25 01:55:37,NODE_01,23.6345,86.1523,0.469,0.254,0.057,0.549,0,29.23,NORMAL,0.608,-0.059,0.533,0.539,-0.006,0.0535,0.0035
2026-08-25 01:56:37,NODE_01,23.6345,86.1523,0.443,0.207,0.0536,0.631,0,29.51,NORMAL,0.549,0.082,0.489,0.533,-0.044,0.057,-0.0034
2026-08-25 01:57:37,NODE_01,23.6345,86.1523,0.445,0.259,0.0538,0.694,0,29.82,NORMAL,0.631,0.063,0.515,0.489,0.026,0.0536,0.0002
2026-08-25 01:58:37,NODE_01,23.6345,86.1523,0.467,0.219,0.0605,0.639,0,29.68,NORMAL,0.694,-0.055,0.516,0.515,0.001,0.0538,0.0067
2026-08-25 01:59:37,NODE_01,23.6345,86.1523,0.467,0.228,0.0549,0.632,0,30.14,NORMAL,0.639,-0.007,0.52,0.516,0.004,0.0605,-0.0056
2026-08-25 02:00:37,NODE_01,23.6345,86.1523,0.434,0.269,0.0712,0.669,0,29.63,NORMAL,0.632,0.037,0.511,0.52,-0.009,0.0549,0.0163
2026-08-25 02:01:37,NODE_01,23.6345,86.1523,0.473,0.237,0.0569,0.629,0,30.31,NORMAL,0.669,-0.04,0.529,0.511,0.018,0.0712,-0.0143
2026-08-25 02:02:37,NODE_01,23.6345,86.1523,0.481,0.244,0.059,0.659,0,30.19,NORMAL,0.629,0.03,0.539,0.529,0.01,0.0569,0.0021
2026-08-25 02:03:37,NODE_01,23.6345,86.1523,0.456,0.231,0.0574,0.604,0,29.66,NORMAL,0.659,-0.055,0.511,0.539,-0.028,0.059,-0.0016
2026-08-25 02:04:37,NODE_01,23.6345,86.1523,0.49,0.232,0.0558,0.747,0,29.74,NORMAL,0.604,0.143,0.542,0.511,0.031,0.0574,-0.0016
2026-08-25 02:05:37,NODE_01,23.6345,86.1523,0.436,0.245,0.0625,0.722,0,29.64,NORMAL,0.747,-0.025,0.5,0.542,-0.042,0.0558,0.0067
2026-08-25 02:06:37,NODE_01,23.6345,86.1523,0.439,0.231,0.0637,0.557,0,29.78,NORMAL,0.722,-0.165,0.496,0.5,-0.004,0.0625,0.0012
2026-08-25 02:07:37,NODE_01,23.6345,86.1523,0.42,0.209,0.0616,0.614,0,29.76,NORMAL,0.557,0.057,0.469,0.496,-0.027,0.0637,-0.0021
2026-08-25 02:08:37,NODE_01,23.6345,86.1523,0.478,0.235,0.0586,0.582,0,30.11,NORMAL,0.614,-0.032,0.533,0.469,0.064,0.0616,-0.003
2026-08-25 02:09:37,NODE_01,23.6345,86.1523,0.477,0.246,0.0622,0.559,0,29.7,NORMAL,0.582,-0.023,0.537,0.533,0.004,0.0586,0.0036
2026-08-25 02:10:37,NODE_01,23.6345,86.1523,0.492,0.235,0.0661,0.652,0,29.43,NORMAL,0.559,0.093,0.545,0.537,0.008,0.0622,0.0039
2026-08-25 02:11:37,NODE_01,23.6345,86.1523,0.438,0.265,0.0597,0.605,0,30.05,NORMAL,0.652,-0.047,0.512,0.545,-0.033,0.0661,-0.0064
2026-08-25 02:12:37,NODE_01,23.6345,86.1523,0.453,0.235,0.0669,0.575,0,30.09,NORMAL,0.605,-0.03,0.51,0.512,-0.002,0.0597,0.0072
2026-08-25 02:13:37,NODE_01,23.6345,86.1523,0.448,0.25,0.0598,0.586,0,30.16,NORMAL,0.575,0.011,0.513,0.51,0.003,0.0669,-0.0071
2026-08-25 02:14:37,NODE_01,23.6345,86.1523,0.44,0.266,0.0538,0.638,0,30.04,NORMAL,0.586,0.052,0.514,0.513,0.001,0.0598,-0.006
2026-08-25 02:15:37,NODE_01,23.6345,86.1523,0.464,0.237,0.0651,0.595,0,30.01,NORMAL,0.638,-0.043,0.521,0.514,0.007,0.0538,0.0113
2026-08-25 02:16:37,NODE_01,23.6345,86.1523,0.436,0.189,0.0565,0.704,0,29.98,NORMAL,0.595,0.109,0.475,0.521,-0.046,0.0651,-0.0086
2026-08-25 02:17:37,NODE_01,23.6345,86.1523,0.443,0.246,0.0612,0.683,0,30.16,NORMAL,0.704,-0.021,0.507,0.475,0.032,0.0565,0.0047
2026-08-25 02:18:37,NODE_01,23.6345,86.1523,0.497,0.204,0.0599,0.631,0,30.21,NORMAL,0.683,-0.052,0.537,0.507,0.03,0.0612,-0.0013
2026-08-25 02:19:37,NODE_01,23.6345,86.1523,0.47,0.206,0.0638,0.697,0,30.26,NORMAL,0.631,0.066,0.513,0.537,-0.024,0.0599,0.0039
2026-08-25 02:20:37,NODE_01,23.6345,86.1523,0.457,0.235,0.0562,0.534,0,29.93,NORMAL,0.697,-0.163,0.514,0.513,0.001,0.0638,-0.0076
2026-08-25 02:21:37,NODE_01,23.6345,86.1523,0.46,0.229,0.0545,0.609,0,30.46,NORMAL,0.534,0.075,0.514,0.514,0.0,0.0562,-0.0017
2026-08-25 02:22:37,NODE_01,23.6345,86.1523,0.449,0.233,0.0559,0.682,0,30.0,NORMAL,0.609,0.073,0.506,0.514,-0.008,0.0545,0.0014
2026-08-25 02:23:37,NODE_01,23.6345,86.1523,0.44,0.23,0.0586,0.684,0,30.6,NORMAL,0.682,0.002,0.496,0.506,-0.01,0.0559,0.0027
2026-08-25 02:24:37,NODE_01,23.6345,86.1523,0.412,0.262,0.058,0.612,0,30.9,NORMAL,0.684,-0.072,0.488,0.496,-0.008,0.0586,-0.0006
2026-08-25 02:25:37,NODE_01,23.6345,86.1523,0.479,0.26,0.0522,0.64,0,30.29,NORMAL,0.612,0.028,0.545,0.488,0.057,0.058,-0.0058
2026-08-25 02:26:37,NODE_01,23.6345,86.1523,0.458,0.231,0.0529,0.614,0,30.6,NORMAL,0.64,-0.026,0.513,0.545,-0.032,0.0522,0.0007
2026-08-25 02:27:37,NODE_01,23.6345,86.1523,0.444,0.216,0.0576,0.608,0,30.3,NORMAL,0.614,-0.006,0.494,0.513,-0.019,0.0529,0.0047
2026-08-25 02:28:37,NODE_01,23.6345,86.1523,0.45,0.238,0.0554,0.631,0,30.7,NORMAL,0.608,0.023,0.509,0.494,0.015,0.0576,-0.0022
2026-08-25 02:29:37,NODE_01,23.6345,86.1523,0.422,0.215,0.0539,0.597,0,30.44,NORMAL,0.631,-0.034,0.474,0.509,-0.035,0.0554,-0.0015
2026-08-25 02:30:37,NODE_01,23.6345,86.1523,0.463,0.241,0.0572,0.727,0,30.6,NORMAL,0.597,0.13,0.522,0.474,0.048,0.0539,0.0033
2026-08-25 02:31:37,NODE_01,23.6345,86.1523,0.429,0.216,0.0588,0.646,0,30.64,NORMAL,0.727,-0.081,0.48,0.522,-0.042,0.0572,0.0016
2026-08-25 02:32:37,NODE_01,23.6345,86.1523,0.454,0.237,0.0608,0.552,0,30.63,NORMAL,0.646,-0.094,0.512,0.48,0.032,0.0588,0.002
2026-08-25 02:33:37,NODE_01,23.6345,86.1523,0.421,0.229,0.0547,0.685,0,30.66,NORMAL,0.552,0.133,0.479,0.512,-0.033,0.0608,-0.0061
2026-08-25 02:34:37,NODE_01,23.6345,86.1523,0.452,0.25,0.0578,0.623,0,30.5,NORMAL,0.685,-0.062,0.517,0.479,0.038,0.0547,0.0031
2026-08-25 02:35:37,NODE_01,23.6345,86.1523,0.452,0.217,0.0544,0.63,0,30.53,NORMAL,0.623,0.007,0.501,0.517,-0.016,0.0578,-0.0034
2026-08-25 02:36:37,NODE_01,23.6345,86.1523,0.425,0.212,0.0588,0.708,0,30.54,NORMAL,0.63,0.078,0.475,0.501,-0.026,0.0544,0.0044
2026-08-25 02:37:37,NODE_01,23.6345,86.1523,0.442,0.244,0.0523,0.693,0,30.63,NORMAL,0.708,-0.015,0.505,0.475,0.03,0.0588,-0.0065
2026-08-25 02:38:37,NODE_01,23.6345,86.1523,0.479,0.237,0.0614,0.565,0,30.81,NORMAL,0.693,-0.128,0.534,0.505,0.029,0.0523,0.0091
2026-08-25 02:39:37,NODE_01,23.6345,86.1523,0.469,0.241,0.0551,0.579,0,30.78,NORMAL,0.565,0.014,0.527,0.534,-0.007,0.0614,-0.0063
2026-08-25 02:40:37,NODE_01,23.6345,86.1523,0.448,0.205,0.052,0.598,0,30.92,NORMAL,0.579,0.019,0.493,0.527,-0.034,0.0551,-0.0031
2026-08-25 02:41:37,NODE_01,23.6345,86.1523,0.391,0.207,0.0594,0.631,0,30.82,NORMAL,0.598,0.033,0.442,0.493,-0.051,0.052,0.0074
2026-08-25 02:42:37,NODE_01,23.6345,86.1523,0.427,0.22,0.0698,0.665,0,30.66,NORMAL,0.631,0.034,0.48,0.442,0.038,0.0594,0.0104
2026-08-25 02:43:37,NODE_01,23.6345,86.1523,0.477,0.213,0.0713,0.715,0,30.92,NORMAL,0.665,0.05,0.522,0.48,0.042,0.0698,0.0015
